v0ait____a	avoir
v1__t___zz	décauser
v1__t___zz	décavaillonner
v1__t___zz	décercler
v1__t___zz	décerner
v1__t___zz	décerveler
v1__t___zz	décesser
v1__t___zz	déchagriner
v1__t___zz	déchaper
v1__t___zz	déchaperonner
v1__t___zz	décharner
v1__t___zz	déchaumer
v1__t___zz	décher
v1__t___zz	décheviller
v1__t___zz	déchevêtrer
v1__t___zz	déchiffonner
v1__t___zz	déchiqueter
v1__t___zz	déchlorurer
v1__t___zz	déchromer
v1__t___zz	décimaliser
v1__t___zz	décimer
v1__t___zz	décintrer
v1__t___zz	déclasser
v1__t___zz	déclaveter
v1__t___zz	décliqueter
v1__t___zz	décloisonner
v1__t___zz	déclouer
v1__t___zz	décléricaliser
v1__t___zz	décocher
v1__t___zz	décoder
v1__t___zz	décoffrer
v1__t___zz	décoincer
v1__t___zz	décoloniser
v1__t___zz	décommuniser
v1__t___zz	décompacter
v1__t___zz	décompiler
v1__t___zz	décomplexer
v1__t___zz	décomprimer
v1__t___zz	déconcerter
v1__t___zz	décondenser
v1__t___zz	déconditionner
v1__t___zz	décongeler
v1__t___zz	décongestionner
v1__t___zz	déconnecter
v1__t___zz	déconseiller
v1__t___zz	déconsigner
v1__t___zz	déconstiper
v1__t___zz	décontaminer
v1__t___zz	décontextualiser
v1__t___zz	déconventionner
v1__t___zz	décorcer
v1__t___zz	décorner
v1__t___zz	décorréler
v1__t___zz	décortiquer
v1__t___zz	découpler
v1__t___zz	découronner
v1__t___zz	décramponner
v1__t___zz	décreuser
v1__t___zz	décrier
v1__t___zz	décriminaliser
v1__t___zz	décroiser
v1__t___zz	décrotter
v1__t___zz	décrouter
v1__t___zz	décroûter
v1__t___zz	décruer
v1__t___zz	décruser
v1__t___zz	décrypter
v1__t___zz	décrédibiliser
v1__t___zz	décrémenter
v1__t___zz	décréter
v1__t___zz	décrêper
v1__t___zz	décuivrer
v1__t___zz	déculasser
v1__t___zz	déculpabiliser
v1__t___zz	décuver
v1__t___zz	décérébrer
v1__t___zz	dédiaboliser
v1__t___zz	dédicacer
v1__t___zz	dédier
v1__t___zz	dédorer
v1__t___zz	dédoublonner
v1__t___zz	défalquer
v1__t___zz	défarder
v1__t___zz	défarguer
v1__t___zz	défaufiler
v1__t___zz	défavoriser
v1__t___zz	déferrer
v1__t___zz	déferriser
v1__t___zz	défeuiller
v1__t___zz	défeutrer
v1__t___zz	défibrer
v1__t___zz	déficeler
v1__t___zz	déficher
v1__t___zz	défiger
v1__t___zz	défiscaliser
v1__t___zz	défloquer
v1__t___zz	déflorer
v1__t___zz	défolier
v1__t___zz	déforcer
v1__t___zz	défourner
v1__t___zz	défourrer
v1__t___zz	défragmenter
v1__t___zz	défranciser
v1__t___zz	défrayer
v1__t___zz	défretter
v1__t___zz	défricher
v1__t___zz	défriper
v1__t___zz	défriser
v1__t___zz	défroncer
v1__t___zz	défruiter
v1__t___zz	défrusquer
v1__t___zz	dégainer
v1__t___zz	dégalonner
v1__t___zz	dégasoliner
v1__t___zz	dégazoliner
v1__t___zz	dégazonner
v1__t___zz	dégermer
v1__t___zz	dégiter
v1__t___zz	dégivrer
v1__t___zz	déglacer
v1__t___zz	dégluer
v1__t___zz	dégommer
v1__t___zz	dégonder
v1__t___zz	dégoudronner
v1__t___zz	dégoupiller
v1__t___zz	dégourer
v1__t___zz	dégourrer
v1__t___zz	dégraisser
v1__t___zz	dégravoyer
v1__t___zz	dégrever
v1__t___zz	dégriffer
v1__t___zz	dégripper
v1__t___zz	dégrosser
v1__t___zz	dégrouper
v1__t___zz	dégréer
v1__t___zz	dégueulasser
v1__t___zz	dégurgiter
v1__t___zz	déguster
v1__t___zz	dégîter
v1__t___zz	déharder
v1__t___zz	déhouiller
v1__t___zz	déhâler
v1__t___zz	déifier
v1__t___zz	déjanter
v1__t___zz	déjouer
v1__t___zz	délabyrinther
v1__t___zz	délacer
v1__t___zz	délainer
v1__t___zz	délaisser
v1__t___zz	délaiter
v1__t___zz	délarder
v1__t___zz	délaver
v1__t___zz	délayer
v1__t___zz	déligner
v1__t___zz	délignifier
v1__t___zz	délimiter
v1__t___zz	délinéer
v1__t___zz	délover
v1__t___zz	délurer
v1__t___zz	délustrer
v1__t___zz	déluter
v1__t___zz	déléaturer
v1__t___zz	délégitimer
v1__t___zz	déléguer
v1__t___zz	démagnétiser
v1__t___zz	démailloter
v1__t___zz	démanteler
v1__t___zz	démarabouter
v1__t___zz	démascler
v1__t___zz	démastiquer
v1__t___zz	dématérialiser
v1__t___zz	démazouter
v1__t___zz	démaçonner
v1__t___zz	démembrer
v1__t___zz	démerger
v1__t___zz	démeubler
v1__t___zz	démieller
v1__t___zz	démilitariser
v1__t___zz	déminer
v1__t___zz	déminéraliser
v1__t___zz	démoduler
v1__t___zz	démonétiser
v1__t___zz	démoucheter
v1__t___zz	démouler
v1__t___zz	démoustiquer
v1__t___zz	démultiplexer
v1__t___zz	démultiplier
v1__t___zz	démurer
v1__t___zz	démuseler
v1__t___zz	démutiser
v1__t___zz	démystifier
v1__t___zz	démythifier
v1__t___zz	démédicaliser
v1__t___zz	déméthaniser
v1__t___zz	dénasaliser
v1__t___zz	dénationaliser
v1__t___zz	dénatter
v1__t___zz	dénaturaliser
v1__t___zz	dénazifier
v1__t___zz	déneiger
v1__t___zz	dénerver
v1__t___zz	dénickeler
v1__t___zz	dénicotiniser
v1__t___zz	dénier
v1__t___zz	dénigrer
v1__t___zz	dénitrer
v1__t___zz	dénitrifier
v1__t___zz	déniveler
v1__t___zz	dénombrer
v1__t___zz	dénommer
v1__t___zz	dénoyauter
v1__t___zz	dénoyer
v1__t___zz	dénucléariser
v1__t___zz	dénébuler
v1__t___zz	dénébuliser
v1__t___zz	dépaisseler
v1__t___zz	dépalisser
v1__t___zz	dépanner
v1__t___zz	dépaqueter
v1__t___zz	déparaffiner
v1__t___zz	déparasiter
v1__t___zz	dépareiller
v1__t___zz	déparer
v1__t___zz	déparier
v1__t___zz	départager
v1__t___zz	départementaliser
v1__t___zz	dépassionner
v1__t___zz	dépaver
v1__t___zz	dépayser
v1__t___zz	dépecer
v1__t___zz	dépeigner
v1__t___zz	dépelotonner
v1__t___zz	déphaser
v1__t___zz	déphosphater
v1__t___zz	déphosphorer
v1__t___zz	dépiauter
v1__t___zz	dépigmenter
v1__t___zz	dépingler
v1__t___zz	dépiquer
v1__t___zz	dépister
v1__t___zz	déplafonner
v1__t___zz	déplanter
v1__t___zz	déplomber
v1__t___zz	déplorer
v1__t___zz	déplâtrer
v1__t___zz	dépocher
v1__t___zz	dépointer
v1__t___zz	dépolariser
v1__t___zz	dépolluer
v1__t___zz	dépolymériser
v1__t___zz	déposséder
v1__t___zz	dépoter
v1__t___zz	dépoudrer
v1__t___zz	dépoussiérer
v1__t___zz	dépoétiser
v1__t___zz	dépraver
v1__t___zz	dépressuriser
v1__t___zz	dépriser
v1__t___zz	déprogrammer
v1__t___zz	déprolétariser
v1__t___zz	dépropaniser
v1__t___zz	déprotéger
v1__t___zz	dépuceler
v1__t___zz	dépulper
v1__t___zz	dépurer
v1__t___zz	députer
v1__t___zz	dépénaliser
v1__t___zz	déqualifier
v1__t___zz	déquiller
v1__t___zz	déraciner
v1__t___zz	déraser
v1__t___zz	dérater
v1__t___zz	dératiser
v1__t___zz	dérembourser
v1__t___zz	déresponsabiliser
v1__t___zz	déroder
v1__t___zz	déréaliser
v1__t___zz	déréférencer
v1__t___zz	déréguler
v1__t___zz	dérésumenter
v1__t___zz	désabuser
v1__t___zz	désaccentuer
v1__t___zz	désacclimater
v1__t___zz	désaccoupler
v1__t___zz	désacidifier
v1__t___zz	désaciérer
v1__t___zz	désacraliser
v1__t___zz	désactiver
v1__t___zz	désaffecter
v1__t___zz	désaffilier
v1__t___zz	désaffleurer
v1__t___zz	désagencer
v1__t___zz	désagrafer
v1__t___zz	désaimanter
v1__t___zz	désaisonnaliser
v1__t___zz	désajuster
v1__t___zz	désaligner
v1__t___zz	désaliéner
v1__t___zz	désallouer
v1__t___zz	désamarrer
v1__t___zz	désambiguïser
v1__t___zz	désambigüiser
v1__t___zz	désamianter
v1__t___zz	désamidonner
v1__t___zz	désaminer
v1__t___zz	désannexer
v1__t___zz	désapparier
v1__t___zz	désappointer
v1__t___zz	désapprovisionner
v1__t___zz	désarchiver
v1__t___zz	désarrimer
v1__t___zz	désarçonner
v1__t___zz	désassembler
v1__t___zz	désassimiler
v1__t___zz	désatomiser
v1__t___zz	désavantager
v1__t___zz	désaveugler
v1__t___zz	désavouer
v1__t___zz	désaxer
v1__t___zz	désaérer
v1__t___zz	déscolariser
v1__t___zz	désectoriser
v1__t___zz	désembobiner
v1__t___zz	désembourber
v1__t___zz	désembouteiller
v1__t___zz	désembrayer
v1__t___zz	désembuer
v1__t___zz	désemmancher
v1__t___zz	désempeser
v1__t___zz	désemprisonner
v1__t___zz	désencadrer
v1__t___zz	désencarter
v1__t___zz	désencastrer
v1__t___zz	désenchainer
v1__t___zz	désenchanter
v1__t___zz	désenchaîner
v1__t___zz	désencrasser
v1__t___zz	désencrer
v1__t___zz	désenfiler
v1__t___zz	désenflammer
v1__t___zz	désenfumer
v1__t___zz	désengorger
v1__t___zz	désengrener
v1__t___zz	désenlacer
v1__t___zz	désenliser
v1__t___zz	désenrayer
v1__t___zz	désenrhumer
v1__t___zz	désenrouer
v1__t___zz	désensabler
v1__t___zz	désensorceler
v1__t___zz	désentoiler
v1__t___zz	désentortiller
v1__t___zz	désentraver
v1__t___zz	désenvaser
v1__t___zz	désenvelopper
v1__t___zz	désenvenimer
v1__t___zz	désenverguer
v1__t___zz	désenvouter
v1__t___zz	désenvoûter
v1__t___zz	désexualiser
v1__t___zz	désherber
v1__t___zz	déshuiler
v1__t___zz	déshumidifier
v1__t___zz	déshydrogéner
v1__t___zz	déshypothéquer
v1__t___zz	déshériter
v1__t___zz	désigner
v1__t___zz	désillusionner
v1__t___zz	désincarcérer
v1__t___zz	désincorporer
v1__t___zz	désincruster
v1__t___zz	désinculper
v1__t___zz	désindenter
v1__t___zz	désindexer
v1__t___zz	désinfecter
v1__t___zz	désinformer
v1__t___zz	désinhiber
v1__t___zz	désinsectiser
v1__t___zz	désinstaller
v1__t___zz	désinviter
v1__t___zz	désobliger
v1__t___zz	désobstruer
v1__t___zz	désoccuper
v1__t___zz	désocialiser
v1__t___zz	désodoriser
v1__t___zz	désoperculer
v1__t___zz	désorber
v1__t___zz	désordonner
v1__t___zz	désouffler
v1__t___zz	désoxyder
v1__t___zz	désoxygéner
v1__t___zz	déstabiliser
v1__t___zz	déstaliniser
v1__t___zz	désulfiter
v1__t___zz	désulfurer
v1__t___zz	désynchroniser
v1__t___zz	déséchouer
v1__t___zz	désélectionner
v1__t___zz	déséquilibrer
v1__t___zz	désétamer
v1__t___zz	désétatiser
v1__t___zz	désœuvrer
v1__t___zz	détailler
v1__t___zz	détaller
v1__t___zz	détalonner
v1__t___zz	détapisser
v1__t___zz	détartrer
v1__t___zz	détaxer
v1__t___zz	détecter
v1__t___zz	déterger
v1__t___zz	déterrer
v1__t___zz	déterritorialiser
v1__t___zz	détiser
v1__t___zz	détisser
v1__t___zz	détonneler
v1__t___zz	détortiller
v1__t___zz	détourer
v1__t___zz	détoxiquer
v1__t___zz	détracter
v1__t___zz	détransposer
v1__t___zz	détremper
v1__t___zz	détresser
v1__t___zz	détricoter
v1__t___zz	détroquer
v1__t___zz	détrousser
v1__t___zz	détrôner
v1__t___zz	dévalider
v1__t___zz	dévaliser
v1__t___zz	dévaser
v1__t___zz	dévaster
v1__t___zz	déventer
v1__t___zz	déverguer
v1__t___zz	déverminer
v1__t___zz	déverrouiller
v1__t___zz	dévirginer
v1__t___zz	dévirginiser
v1__t___zz	déviriliser
v1__t___zz	déviroler
v1__t___zz	dévisager
v1__t___zz	dévitaliser
v1__t___zz	dévitrifier
v1__t___zz	dévolter
v1__t___zz	dézinguer
v1__t___zz	dézipper
v1__t___zz	effaner
v1__t___zz	effleurer
v1__t___zz	embabouiner
v1__t___zz	emballoter
v1__t___zz	emballotter
v1__t___zz	embaluchonner
v1__t___zz	embardoufler
v1__t___zz	embastiller
v1__t___zz	embastionner
v1__t___zz	embecquer
v1__t___zz	embidonner
v1__t___zz	embistrouiller
v1__t___zz	emblaver
v1__t___zz	embobeliner
v1__t___zz	embobiner
v1__t___zz	embotteler
v1__t___zz	emboucher
v1__t___zz	embouteiller
v1__t___zz	embouter
v1__t___zz	embraquer
v1__t___zz	embreler
v1__t___zz	embrever
v1__t___zz	embroncher
v1__t___zz	embrumer
v1__t___zz	emmagasiner
v1__t___zz	emmarger
v1__t___zz	emmieller
v1__t___zz	emmitonner
v1__t___zz	emmortaiser
v1__t___zz	emmotter
v1__t___zz	emmouscailler
v1__t___zz	emmétrer
v1__t___zz	empaffer
v1__t___zz	empailler
v1__t___zz	empalmer
v1__t___zz	empanacher
v1__t___zz	empapaouter
v1__t___zz	empapilloter
v1__t___zz	empaqueter
v1__t___zz	emparquer
v1__t___zz	empatter
v1__t___zz	empaumer
v1__t___zz	empeigner
v1__t___zz	empenneler
v1__t___zz	empenner
v1__t___zz	empercher
v1__t___zz	emperler
v1__t___zz	empeser
v1__t___zz	empierrer
v1__t___zz	empiéger
v1__t___zz	emplumer
v1__t___zz	emplâtrer
v1__t___zz	empocher
v1__t___zz	empoisser
v1__t___zz	empoissonner
v1__t___zz	empoter
v1__t___zz	emprésurer
v1__t___zz	encabaner
v1__t___zz	encager
v1__t___zz	encaisser
v1__t___zz	encaper
v1__t___zz	encapsuler
v1__t___zz	encaquer
v1__t___zz	encarter
v1__t___zz	encartonner
v1__t___zz	encartoucher
v1__t___zz	encaserner
v1__t___zz	encaustiquer
v1__t___zz	encaver
v1__t___zz	enceinter
v1__t___zz	encelluler
v1__t___zz	encercler
v1__t___zz	enchanteler
v1__t___zz	enchaperonner
v1__t___zz	encharner
v1__t___zz	enchatonner
v1__t___zz	enchausser
v1__t___zz	enchemiser
v1__t___zz	enchetarder
v1__t___zz	enchevaucher
v1__t___zz	enchifrener
v1__t___zz	enchtiber
v1__t___zz	enchtourber
v1__t___zz	encirer
v1__t___zz	encliqueter
v1__t___zz	encloitrer
v1__t___zz	encloquer
v1__t___zz	enclouer
v1__t___zz	encloîtrer
v1__t___zz	encocher
v1__t___zz	encoder
v1__t___zz	encoffrer
v1__t___zz	encoller
v1__t___zz	encorner
v1__t___zz	encrister
v1__t___zz	encrypter
v1__t___zz	encrêper
v1__t___zz	enculer
v1__t___zz	encuver
v1__t___zz	endauber
v1__t___zz	endenter
v1__t___zz	endeuiller
v1__t___zz	endiguer
v1__t___zz	endivisionner
v1__t___zz	endoctriner
v1__t___zz	endommager
v1__t___zz	endosser
v1__t___zz	endurer
v1__t___zz	enfaiter
v1__t___zz	enfariner
v1__t___zz	enfaîter
v1__t___zz	enficeler
v1__t___zz	enficher
v1__t___zz	enfieller
v1__t___zz	enfirouaper
v1__t___zz	enfleurer
v1__t___zz	enflécher
v1__t___zz	enfouiller
v1__t___zz	enfourcher
v1__t___zz	enfutailler
v1__t___zz	enfuter
v1__t___zz	enfûter
v1__t___zz	engainer
v1__t___zz	engamer
v1__t___zz	engargousser
v1__t___zz	engaver
v1__t___zz	engazonner
v1__t___zz	engendrer
v1__t___zz	engerber
v1__t___zz	engeôler
v1__t___zz	englacer
v1__t___zz	englober
v1__t___zz	engober
v1__t___zz	engommer
v1__t___zz	engoncer
v1__t___zz	engouler
v1__t___zz	engranger
v1__t___zz	engraver
v1__t___zz	engrosser
v1__t___zz	enguirlander
v1__t___zz	enharnacher
v1__t___zz	enherber
v1__t___zz	enjaveler
v1__t___zz	enjoncer
v1__t___zz	enjouer
v1__t___zz	enjuguer
v1__t___zz	enjuponner
v1__t___zz	enjôler
v1__t___zz	enliasser
v1__t___zz	enlier
v1__t___zz	enligner
v1__t___zz	enluminer
v1__t___zz	enneiger
v1__t___zz	ennoyer
v1__t___zz	enrailler
v1__t___zz	enrhuner
v1__t___zz	enrocher
v1__t___zz	enrucher
v1__t___zz	enrégimenter
v1__t___zz	enrésiner
v1__t___zz	enrêner
v1__t___zz	ensaboter
v1__t___zz	ensacher
v1__t___zz	ensaisiner
v1__t___zz	ensanglanter
v1__t___zz	ensauvager
v1__t___zz	ensemencer
v1__t___zz	enserrer
v1__t___zz	ensiler
v1__t___zz	ensoleiller
v1__t___zz	ensorceler
v1__t___zz	ensoufrer
v1__t___zz	ensoutaner
v1__t___zz	enstérer
v1__t___zz	ensuquer
v1__t___zz	entacher
v1__t___zz	entamer
v1__t___zz	entaquer
v1__t___zz	entarter
v1__t___zz	enter
v1__t___zz	entoiler
v1__t___zz	entonner
v1__t___zz	entourlouper
v1__t___zz	entr'hiverner
v1__t___zz	entraver
v1__t___zz	entrelarder
v1__t___zz	entreposer
v1__t___zz	entretoiser
v1__t___zz	entrevouter
v1__t___zz	entrevoûter
v1__t___zz	entuber
v1__t___zz	entériner
v1__t___zz	entôler
v1__t___zz	enverger
v1__t___zz	enverguer
v1__t___zz	enviander
v1__t___zz	envider
v1__t___zz	envier
v1__t___zz	envisager
v1__t___zz	envouter
v1__t___zz	envoûter
v1__t___zz	esbroufer
v1__t___zz	escalader
v1__t___zz	escaloper
v1__t___zz	escarper
v1__t___zz	escarrifier
v1__t___zz	escharifier
v1__t___zz	escher
v1__t___zz	esclavager
v1__t___zz	escoffier
v1__t___zz	escompter
v1__t___zz	escorter
v1__t___zz	escroquer
v1__t___zz	esgourder
v1__t___zz	espionner
v1__t___zz	espoliner
v1__t___zz	espouliner
v1__t___zz	essanger
v1__t___zz	essarter
v1__t___zz	essoriller
v1__t___zz	essoucher
v1__t___zz	estamper
v1__t___zz	estampiller
v1__t___zz	estomaquer
v1__t___zz	estoquer
v1__t___zz	estrapader
v1__t___zz	estrapasser
v1__t___zz	estérifier
v1__t___zz	ethniciser
v1__t___zz	euthanasier
v1__t___zz	excardiner
v1__t___zz	excaver
v1__t___zz	excentrer
v1__t___zz	excepter
v1__t___zz	exciser
v1__t___zz	excommunier
v1__t___zz	excorier
v1__t___zz	excracher
v1__t___zz	excréter
v1__t___zz	excéder
v1__t___zz	exemplifier
v1__t___zz	exfiltrer
v1__t___zz	exhausser
v1__t___zz	exhumer
v1__t___zz	exhéréder
v1__t___zz	exorciser
v1__t___zz	expertiser
v1__t___zz	explanter
v1__t___zz	expliciter
v1__t___zz	explorer
v1__t___zz	exproprier
v1__t___zz	expurger
v1__t___zz	expédier
v1__t___zz	exterminer
v1__t___zz	externaliser
v1__t___zz	externer
v1__t___zz	extorquer
v1__t___zz	extourner
v1__t___zz	extrader
v1__t___zz	extruder
v1__t___zz	exulcérer
v1__t___zz	exécrer
v1__t___zz	facetter
v1__t___zz	factoriser
v1__t___zz	facturer
v1__t___zz	fader
v1__t___zz	falsifier
v1__t___zz	faluner
v1__t___zz	fanfrelucher
v1__t___zz	farguer
v1__t___zz	farter
v1__t___zz	fasciner
v1__t___zz	fasciser
v1__t___zz	faucarder
v1__t___zz	favoriser
v1__t___zz	faxer
v1__t___zz	façonner
v1__t___zz	fenestrer
v1__t___zz	fenêtrer
v1__t___zz	ferler
v1__t___zz	ferrer
v1__t___zz	ferrouter
v1__t___zz	fertiliser
v1__t___zz	fesser
v1__t___zz	festonner
v1__t___zz	festoyer
v1__t___zz	feuilleter
v1__t___zz	feuilletiser
v1__t___zz	fiabiliser
v1__t___zz	fibrer
v1__t___zz	ficeler
v1__t___zz	fidéliser
v1__t___zz	fieffer
v1__t___zz	fileter
v1__t___zz	filialiser
v1__t___zz	filigraner
v1__t___zz	finaliser
v1__t___zz	financiariser
v1__t___zz	fiscaliser
v1__t___zz	fissionner
v1__t___zz	flagorner
v1__t___zz	flairer
v1__t___zz	flauper
v1__t___zz	fleurdeliser
v1__t___zz	flexibiliser
v1__t___zz	flingoter
v1__t___zz	fliquer
v1__t___zz	floquer
v1__t___zz	flouer
v1__t___zz	flouter
v1__t___zz	fluidifier
v1__t___zz	fluidiser
v1__t___zz	fluoriser
v1__t___zz	flurer
v1__t___zz	fluxer
v1__t___zz	flécher
v1__t___zz	folioter
v1__t___zz	folkloriser
v1__t___zz	fomenter
v1__t___zz	fonctionnariser
v1__t___zz	forer
v1__t___zz	forfaitiser
v1__t___zz	forlancer
v1__t___zz	forlonger
v1__t___zz	formater
v1__t___zz	formicaliser
v1__t___zz	formoler
v1__t___zz	fossoyer
v1__t___zz	fouailler
v1__t___zz	fouder
v1__t___zz	foudroyer
v1__t___zz	fourguer
v1__t___zz	fragiliser
v1__t___zz	fragmenter
v1__t___zz	fraiser
v1__t___zz	framboiser
v1__t___zz	franciser
v1__t___zz	francophoniser
v1__t___zz	franger
v1__t___zz	frelater
v1__t___zz	fretter
v1__t___zz	fricasser
v1__t___zz	frigorifier
v1__t___zz	frigorifuger
v1__t___zz	friquer
v1__t___zz	frustrer
v1__t___zz	frégater
v1__t___zz	fréter
v1__t___zz	fuiter
v1__t___zz	fumiger
v1__t___zz	fuseler
v1__t___zz	fusiller
v1__t___zz	fustiger
v1__t___zz	féculer
v1__t___zz	féticher
v1__t___zz	fétichiser
v1__t___zz	fêter
v1__t___zz	gabarier
v1__t___zz	gabionner
v1__t___zz	gadgétiser
v1__t___zz	gafouiller
v1__t___zz	gager
v1__t___zz	gainer
v1__t___zz	galber
v1__t___zz	galipoter
v1__t___zz	galonner
v1__t___zz	galvaniser
v1__t___zz	ganser
v1__t___zz	garancer
v1__t___zz	garroter
v1__t___zz	garrotter
v1__t___zz	gaspiller
v1__t___zz	gaufrer
v1__t___zz	gauler
v1__t___zz	gazéifier
v1__t___zz	gaîner
v1__t___zz	gemmer
v1__t___zz	giboyer
v1__t___zz	gifler
v1__t___zz	gironner
v1__t___zz	glairer
v1__t___zz	glaiser
v1__t___zz	globaliser
v1__t___zz	glycériner
v1__t___zz	gléner
v1__t___zz	goaler
v1__t___zz	gober
v1__t___zz	gobeter
v1__t___zz	godronner
v1__t___zz	gommer
v1__t___zz	gomorrhiser
v1__t___zz	gonder
v1__t___zz	gouacher
v1__t___zz	goudronner
v1__t___zz	gouger
v1__t___zz	gougnoter
v1__t___zz	gougnotter
v1__t___zz	goujonner
v1__t___zz	goupillonner
v1__t___zz	gourmander
v1__t___zz	gracier
v1__t___zz	graduer
v1__t___zz	grafigner
v1__t___zz	grainer
v1__t___zz	graniter
v1__t___zz	granuler
v1__t___zz	graphiter
v1__t___zz	graticuler
v1__t___zz	gratifier
v1__t___zz	grattouiller
v1__t___zz	gravillonner
v1__t___zz	grecquer
v1__t___zz	grenailler
v1__t___zz	greneler
v1__t___zz	grever
v1__t___zz	grigriser
v1__t___zz	grillager
v1__t___zz	grincher
v1__t___zz	grossoyer
v1__t___zz	gruger
v1__t___zz	gréciser
v1__t___zz	gréer
v1__t___zz	gréser
v1__t___zz	guigner
v1__t___zz	guillemeter
v1__t___zz	guilleméter
v1__t___zz	guillocher
v1__t___zz	guillotiner
v1__t___zz	guiper
v1__t___zz	guéer
v1__t___zz	gélatiner
v1__t___zz	gélatiniser
v1__t___zz	géminer
v1__t___zz	générer
v1__t___zz	géométriser
v1__t___zz	gérer
v1__t___zz	habiliter
v1__t___zz	hacher
v1__t___zz	hachurer
v1__t___zz	halener
v1__t___zz	haler
v1__t___zz	halluciner
v1__t___zz	hameçonner
v1__t___zz	handeler
v1__t___zz	hanter
v1__t___zz	haranguer
v1__t___zz	harasser
v1__t___zz	harceler
v1__t___zz	harder
v1__t___zz	haricoter
v1__t___zz	harper
v1__t___zz	harponner
v1__t___zz	haubaner
v1__t___zz	herbager
v1__t___zz	herber
v1__t___zz	herser
v1__t___zz	historiciser
v1__t___zz	historier
v1__t___zz	hiérarchiser
v1__t___zz	hocher
v1__t___zz	holographier
v1__t___zz	homogénéifier
v1__t___zz	homogénéiser
v1__t___zz	homologuer
v1__t___zz	hongrer
v1__t___zz	hongroyer
v1__t___zz	hormoner
v1__t___zz	horodater
v1__t___zz	horrifier
v1__t___zz	horripiler
v1__t___zz	hospitaliser
v1__t___zz	houblonner
v1__t___zz	houer
v1__t___zz	houpper
v1__t___zz	hourder
v1__t___zz	houspiller
v1__t___zz	housser
v1__t___zz	houssiner
v1__t___zz	hucher
v1__t___zz	huiler
v1__t___zz	humer
v1__t___zz	humidifier
v1__t___zz	hydrofuger
v1__t___zz	hydrogéner
v1__t___zz	hydrolyser
v1__t___zz	hypostasier
v1__t___zz	héberger
v1__t___zz	héliporter
v1__t___zz	hélitreuiller
v1__t___zz	iconiser
v1__t___zz	idiotifier
v1__t___zz	idiotiser
v1__t___zz	idéologiser
v1__t___zz	ignifuger
v1__t___zz	imager
v1__t___zz	imiter
v1__t___zz	immatriculer
v1__t___zz	impacter
v1__t___zz	imperméabiliser
v1__t___zz	implorer
v1__t___zz	importuner
v1__t___zz	impressionner
v1__t___zz	improuver
v1__t___zz	impulser
v1__t___zz	impétrer
v1__t___zz	inactiver
v1__t___zz	inaugurer
v1__t___zz	incarcérer
v1__t___zz	incendier
v1__t___zz	incinérer
v1__t___zz	inciser
v1__t___zz	inciter
v1__t___zz	incommoder
v1__t___zz	incrémenter
v1__t___zz	incuber
v1__t___zz	inculper
v1__t___zz	inculquer
v1__t___zz	indenter
v1__t___zz	indexer
v1__t___zz	indicer
v1__t___zz	indifférer
v1__t___zz	indiquer
v1__t___zz	indisposer
v1__t___zz	indulgencier
v1__t___zz	indurer
v1__t___zz	infantiliser
v1__t___zz	infester
v1__t___zz	infirmer
v1__t___zz	inférer
v1__t___zz	inférioriser
v1__t___zz	ingurgiter
v1__t___zz	inhaler
v1__t___zz	inhiber
v1__t___zz	inhumer
v1__t___zz	initialer
v1__t___zz	initialiser
v1__t___zz	innerver
v1__t___zz	innocenter
v1__t___zz	insculper
v1__t___zz	insoler
v1__t___zz	insolubiliser
v1__t___zz	insonoriser
v1__t___zz	inspecter
v1__t___zz	instancier
v1__t___zz	instiguer
v1__t___zz	instiller
v1__t___zz	instrumentaliser
v1__t___zz	insuffler
v1__t___zz	inséminer
v1__t___zz	intailler
v1__t___zz	intellectualiser
v1__t___zz	intenter
v1__t___zz	intercepter
v1__t___zz	interclasser
v1__t___zz	interconnecter
v1__t___zz	interfacer
v1__t___zz	interfolier
v1__t___zz	interjeter
v1__t___zz	interligner
v1__t___zz	interloquer
v1__t___zz	interner
v1__t___zz	interpeler
v1__t___zz	interpeller
v1__t___zz	interpoler
v1__t___zz	intersecter
v1__t___zz	interviewer
v1__t___zz	intimer
v1__t___zz	intimider
v1__t___zz	intriguer
v1__t___zz	intriquer
v1__t___zz	intuber
v1__t___zz	intérioriser
v1__t___zz	invalider
v1__t___zz	inventorier
v1__t___zz	invoquer
v1__t___zz	ioder
v1__t___zz	ioniser
v1__t___zz	irriguer
v1__t___zz	isomériser
v1__t___zz	itérer
v1__t___zz	ivoiriser
v1__t___zz	jabler
v1__t___zz	jambonner
v1__t___zz	japonner
v1__t___zz	jasper
v1__t___zz	javelliser
v1__t___zz	javer
v1__t___zz	jobarder
v1__t___zz	jointer
v1__t___zz	joncer
v1__t___zz	joncher
v1__t___zz	jouxter
v1__t___zz	judiciariser
v1__t___zz	juguler
v1__t___zz	jumeler
v1__t___zz	juxtaposer
v1__t___zz	kaoter
v1__t___zz	kaotiser
v1__t___zz	kidnapper
v1__t___zz	kifer
v1__t___zz	kiffer
v1__t___zz	kilométrer
v1__t___zz	labelliser
v1__t___zz	lacérer
v1__t___zz	lainer
v1__t___zz	laitonner
v1__t___zz	lambrisser
v1__t___zz	lamer
v1__t___zz	laminer
v1__t___zz	lamper
v1__t___zz	langer
v1__t___zz	langueyer
v1__t___zz	lapider
v1__t___zz	laquer
v1__t___zz	larder
v1__t___zz	lardonner
v1__t___zz	larguer
